2 2.520000e-01 1.923092e+02 1.310000e+00 2.099000e+01 2.052190e+01 1.575533e+00  1.724175e-01  1.761563e+02  8.901207e-02  6.940162e+01 -3.212917e-01 -2.632257e-02 0 833073	  811.226501  1271.60071 -22.1743584  18.5993977  0.252000004	1729.39   1289.71   0	9228.2
2 2.520000e-01 2.421029e+02 2.460000e+00 2.179000e+01 2.325006e+01 2.912501e+00  3.792704e-01  1.073563e+02  4.905365e-02 -1.318847e+02 -5.154375e-01  1.134855e+00 0 836416	  811.226501  1271.60071 -22.7783585  17.9953976  0.252000004	1670.61   1377.07   0	19999.9
2 2.520000e-01 2.449063e+02 1.260000e+00 2.105000e+01 2.236046e+01 2.427140e+00  3.458302e-01  1.318804e+02  2.140007e-02 -4.410451e+01  8.214444e-01  2.417234e-01 0 836521	  811.226501  1271.60071 -22.8085594  17.9651966  0.252000004	1721.88   1272.47   0	8794.67
2 2.580000e-01 2.118361e+02 2.770000e+00 2.351000e+01 2.286833e+01 2.244835e+00  2.104810e-01 -7.150180e+01  8.552315e-02 -1.788003e+02 -3.430007e-01 -8.899525e-02 0 892105	  825.314453  1306.11304 -22.4325409  18.4053631  0.257999986	1624.72   1349.33   0	23092
2 2.580000e-01 2.197860e+02 2.060000e+00 1.931000e+01 2.054070e+01 2.173095e+00  1.359325e-01  1.189255e+02  1.063861e-01  8.108365e+01  7.108944e-01 -4.195212e-01 0 892663	  825.314453  1306.11304 -22.5291805  18.3087234  0.257999986	1720.62   1381.33   0	16111.2
2 2.580000e-01 2.376840e+02 7.200000e-01 2.345000e+01 2.325613e+01 2.067801e+00  2.642204e-01 -9.513717e+01  1.022537e-01  1.149713e+01 -4.204412e-01 -8.266283e-02 0 893616	  825.314453  1306.11304 -22.734539  18.1033649  0.257999986	1490.32   886.691   0	4408.96
2 2.600000e-01 2.089296e+02 3.450000e+00 2.177000e+01 2.189275e+01 2.136839e+00  3.076811e-01 -1.454035e+02  4.664506e-02  1.359148e+02 -5.012612e-01  1.652404e-01 0 911388	  829.972534  1317.66443 -22.3977985  18.4612255  0.25999999	1518.02   1283.02   0	30060.6
2 2.600000e-01 2.317395e+02 2.640000e+00 2.091000e+01 1.997464e+01 2.555799e+00  2.101956e-01  1.494241e+02  4.633060e-02 -1.305578e+02 -5.214678e-02 -2.967780e-01 0 912845	  829.972534  1317.66443 -22.6695995  18.1894245  0.25999999	1644.39   1357.09   0	21787.5
2 2.640000e-01 2.009093e+02 2.120000e+00 2.203000e+01 2.249006e+01 1.907772e+00  2.139276e-01  1.422455e+02  7.291849e-02  9.108902e+01 -2.185453e-01 -4.646176e-01 0 950820	  839.220947  1340.81982 -22.2981205  18.6027317  0.263999999	1714.19   1374.2   0	16686.6
2 2.700000e-01 2.443431e+02 4.130000e+00 2.203000e+01 2.202556e+01 2.871863e+00  4.928433e-02  5.800756e+01  5.020209e-02 -1.445706e+02 -5.914628e-01  2.921172e-01 0 1015671	  852.92865  1375.6886 -22.8160191  18.1465836  0.270000011	1414.9   1203.75   0	37235.8
4 2.760000e-01 1.967886e+02 2.330000e+00 2.359000e+01 2.208838e+01 1.564886e+00  4.809869e-01 -1.221890e+02  1.047893e-01  2.038234e+01 -2.987250e-01  2.913581e-01 0 1077370	  866.459961  1410.74939 -22.2527599  18.7704887  0.275999993	1688.44   1356.42   0	18722.9
2 2.780000e-01 2.243882e+02 1.700000e+00 2.413000e+01 2.312758e+01 2.028084e+00  3.144034e-01  1.724863e+02  7.057006e-02  3.510664e+01  2.035081e-01 -7.974536e-02 0 1101613	  870.921021  1422.46143 -22.5985394  18.4446621  0.277999997	1746.06   1333.83   0	12728.8
4 2.800000e-01 2.290868e+02 3.520000e+00 2.103000e+01 1.912227e+01 2.267689e+00  2.873553e-01 -1.503214e+02  7.196167e-02  5.492469e+01 -2.179927e-01  2.401766e-01 0 1124135	  875.365601  1434.19885 -22.6543999  18.4086475  0.280000001	1507.13   1259.24   0	30791.3
2 2.800000e-01 2.398833e+02 1.660000e+00 2.179000e+01 2.216737e+01 2.484771e+00  1.795877e-01  1.695373e+02  5.987663e-02  7.810951e+01  7.743220e-01 -5.570842e-02 0 1124686	  875.365601  1434.19885 -22.7751999  18.2878475  0.280000001	1746.99   1325.76   0	12361
2 2.880000e-01 1.588547e+02 3.220000e+00 2.009000e+01 2.117627e+01 1.160127e+00  2.759541e-01  1.278051e+01  3.433673e-02 -1.031683e+02  3.185520e-01 -2.640706e-01 0 1207475	  892.950745  1481.35535 -21.7000389  19.4412575  0.287999988	1554.16   1281.62   0	27677.1
2 2.920000e-01 1.823896e+02 2.690000e+00 2.181000e+01 2.214828e+01 1.644204e+00  5.406720e-01  6.022117e+01  9.008741e-02 -6.480882e+00 -4.388532e-01 -2.008619e-01 0 1259006	  901.626099  1505.05212 -22.0654392  19.1143188  0.291999996	1636.87   1321.18   0	22287.8
4 2.920000e-01 2.249055e+02 1.840000e+00 2.189000e+01 2.001388e+01 2.000362e+00  3.244682e-01  1.442088e+02  4.241031e-02  1.337194e+02 -1.839969e-01 -2.565284e-01 0 1263701	  901.626099  1505.05212 -22.6150799  18.5646782  0.291999996	1739.41   1329.23   0	14029.4
2 2.940000e-01 1.303167e+02 4.190000e+00 2.391000e+01 2.320673e+01 9.203725e-01  2.216748e-01  5.338147e+01  6.989940e-02  3.144223e+01  1.640419e-01  1.405558e-01 0 1273003	  905.936401  1516.93262 -21.1851006  20.013731  0.294	1406.18   1180.3   0	37877
2 2.960000e-01 1.573983e+02 1.900000e+00 2.243000e+01 2.155613e+01 9.902896e-01  4.188191e-01 -1.215789e+02  5.718314e-02 -4.169813e+01  1.848211e-02 -8.467815e-02 0 1303422	  910.221069  1528.8219 -21.681881  19.535902  0.296000004	1735.11   1328.33   0	14592.3
2 2.960000e-01 2.128139e+02 1.430000e+00 1.827000e+01 1.839579e+01 1.829177e+00  2.619607e-01  1.601469e+02  4.437458e-02  1.648819e+02  1.470057e-01 -3.912382e-01 0 1311752	  910.221069  1528.8219 -22.4731197  18.7446651  0.296000004	1741.63   1256.18   0	10284.2
2 3.000000e-01 2.243882e+02 1.510000e+00 1.923000e+01 2.049287e+01 2.084228e+00  3.583096e-02 -1.239331e+02  7.068512e-02 -6.065762e-01  3.532299e-01  7.212809e-01 0 1362240	  918.731018  1552.65527 -22.6150398  18.6403351  0.300000012	1745.9   1270.06   0	10999.3
2 3.040000e-01 1.570363e+02 1.770000e+00 2.089000e+01 2.136610e+01 1.122502e+00  1.735881e-01  9.078737e+01  6.184140e-02 -1.619940e+02 -2.912229e-01 -1.534310e-01 0 1403846	  927.175232  1576.58362 -21.6818409  19.6107445  0.30399999	1743.38   1306.91   0	13376.8
2 3.040000e-01 2.137962e+02 3.050000e+00 2.241000e+01 2.242399e+01 2.205094e+00  5.809731e-01 -1.342296e+02  4.204302e-02 -9.670748e+01  5.173529e-01  2.478443e-01 0 1412713	  927.175232  1576.58362 -22.4911995  18.8013859  0.30399999	1580.97   1282.44   0	25931.9
2 3.040000e-01 2.741574e+02 1.930000e+00 2.077000e+01 2.080464e+01 3.597719e+00  1.824736e-01 -2.218367e+01  8.242555e-02  1.891462e+01 -8.319067e-01 -4.005250e-01 0 1415849	  927.175232  1576.58362 -23.1435204  18.149065  0.30399999	1732.77   1320.13   0	14875.7
2 3.060000e-01 2.494595e+02 1.780000e+00 2.219000e+01 2.285120e+01 2.550062e+00  3.799591e-01  1.024134e+02  5.002207e-02 -1.507563e+02 -6.973394e-01  2.702675e-01 0 1441118	  931.361389  1588.56348 -22.8973808  18.413641  0.305999994	1742.86   1305.32   0	13469.5
2 3.080000e-01 2.009093e+02 1.550000e+00 2.381000e+01 2.321916e+01 1.573872e+00  2.450786e-01 -6.412267e+01  3.091748e-02 -7.939693e+01 -2.009889e-01  5.592326e-02 0 1463941	  935.52887  1600.56262 -22.3311214  18.9982433  0.307999998	1746.98   1267.1   0	11359.7
2 3.120000e-01 2.409905e+02 1.930000e+00 2.143000e+01 2.213312e+01 2.278577e+00  4.877360e-01  1.605502e+01  3.529596e-02  6.846251e+01 -7.206996e-02  5.124969e-01 0 1520779	  943.815674  1624.63159 -22.8112774  18.5544968  0.312000006	1732.77   1310.15   0	14875.7
2 3.140000e-01 1.510080e+02 2.470000e+00 2.257000e+01 2.108297e+01 9.595761e-01  1.422304e-01 -1.718493e+02  3.681531e-02 -3.940295e+01 -5.020558e-03 -5.112623e-02 0 1535246	  947.933289  1636.69788 -21.5866585  19.797184  0.31400001	1669.21   1310.25   0	20098.8
2 3.140000e-01 2.018366e+02 1.070000e+00 2.153000e+01 2.172643e+01 1.457219e+00  2.394098e-01 -1.594545e+02  4.859631e-02 -1.317084e+02  2.012288e-02 -3.237821e-01 0 1544696	  947.933289  1636.69788 -22.3476982  19.0361443  0.31400001	1676.6   1074.87   0	7184.06
2 3.160000e-01 1.527566e+02 3.500000e+00 2.283000e+01 2.310353e+01 1.353319e+00  6.374349e-01 -1.145179e+02  6.647652e-02  7.493253e+01 -2.679764e-01 -3.920100e-01 0 1563095	  952.029541  1648.77808 -21.6183586  19.783453  0.316000015	1510.19   1231.78   0	30581.3
2 3.160000e-01 2.460368e+02 2.110000e+00 2.491000e+01 2.267298e+01 2.715983e+00  1.447989e-01 -1.641532e+02  5.619129e-02 -7.810506e+01  1.103517e-01 -8.388434e-02 0 1575777	  952.029541  1648.77808 -22.868639  18.5331726  0.316000015	1715.29   1312.44   0	16590.5
2 3.200000e-01 2.213095e+02 9.900000e-01 2.253000e+01 2.292223e+01 1.874444e+00  4.323568e-01 -7.207543e+01  2.370612e-02 -6.362491e+01  3.886681e-01 -4.733899e-01 0 1629866	  960.162354  1672.98669 -22.5937996  18.8436623  0.319999993	1647.87   1010.97   0	6525.73
2 3.220000e-01 2.152782e+02 2.200000e+00 2.183000e+01 2.256684e+01 1.957515e+00  4.219206e-01  5.419006e+01  7.241578e-02  1.622036e+02 -1.986507e-02  6.602836e-01 0 1657833	  964.199646  1685.11646 -22.5228195  18.9323311  0.321999997	1704.92   1306.58   0	17458.4
2 3.240000e-01 2.349633e+02 1.180000e+00 2.323000e+01 2.156738e+01 1.905742e+00  2.564344e-01 -7.283701e+01  7.668004e-02 -1.796473e+02  1.522251e-02  1.335400e-01 0 1688059	  968.22522  1697.27551 -22.7538395  18.7189217  0.324000001	1706.27   1118.23   0	8108.88
4 3.260000e-01 1.091440e+02 1.300000e+00 2.351000e+01 2.271437e+01 5.021756e-01  5.483645e-01 -1.062821e+02  3.523007e-02 -5.362429e+01  3.793650e-02  6.130117e-03 0 1692538	  972.226318  1709.44214 -20.7440186  20.746254  0.326000005	1728.02   1167.51   0	9141.23
2 3.260000e-01 1.621810e+02 2.410000e+00 2.193000e+01 2.240779e+01 1.353688e+00  3.877340e-01  1.443128e+02  9.249457e-02  1.318868e+02  4.132801e-01 -1.855216e-01 0 1706567	  972.226318  1709.44214 -21.7828979  19.7073746  0.326000005	1677.6   1299.55   0	19507.3
2 3.280000e-01 1.545254e+02 2.560000e+00 2.193000e+01 2.181016e+01 1.004603e+00  2.767999e-01  5.167231e+01  5.895813e-02  8.471015e+01  1.062553e-01 -1.208344e-01 0 1733757	  976.214172  1721.63586 -21.6575603  19.8501453  0.328000009	1656.25   1292.09   0	20990.7
2 3.340000e-01 2.432204e+02 2.560000e+00 2.093000e+01 2.024767e+01 2.939150e+00  4.177741e-01  7.760777e+01  3.731344e-02  4.276671e+01 -2.387435e-01 -6.554085e-01 0 1836447	  988.058411  1758.3053 -22.8519382  18.7075329  0.333999991	1656.25   1286.01   0	20990.7
4 3.360000e-01 1.927525e+02 2.000000e+00 2.371000e+01 2.219026e+01 1.646040e+00  2.144602e-01 -1.264894e+02  4.460248e-02 -1.343031e+02  7.970210e-02 -6.300626e-03 0 1861378	  991.969177  1770.56165 -22.2434006  19.3331547  0.335999995	1726.56   1284.8   0	15539
2 3.360000e-01 1.995262e+02 2.750000e+00 2.295000e+01 2.312837e+01 1.746464e+00  6.212774e-02 -1.466341e+02  8.509091e-02 -1.677258e+02 -9.846740e-02 -4.225643e-01 0 1862403	  991.969177  1770.56165 -22.3339996  19.2425556  0.335999995	1627.74   1274.33   0	22890.1
2 3.400000e-01 1.288250e+02 1.630000e+00 2.187000e+01 2.294803e+01 6.882219e-01  2.478485e-01  1.581757e+02  1.137272e-01  1.471954e+02  3.598482e-02 -2.186645e-01 0 1907456	  999.739807  1795.13293 -21.1893997  20.4210835  0.340000004	1747.41   1238.04   0	12086.7
2 3.400000e-01 2.760578e+02 1.700000e+00 1.989000e+01 2.098904e+01 3.098418e+00  3.891520e-02 -1.568726e+02  5.149995e-02  1.403789e+02  2.982853e-01  1.098510e+00 0 1929943	  999.739807  1795.13293 -23.1886387  18.4218445  0.340000004	1746.06   1249.9   0	12728.8
2 3.440000e-01 2.202926e+02 2.470000e+00 2.405000e+01 2.322396e+01 2.148931e+00  4.631474e-01 -9.987345e+01  1.622038e-02  4.694321e+01 -1.041049e-01 -2.981768e-01 0 1989975	  1007.44202  1819.77881 -22.5997181  19.0443745  0.344000012	1669.21   1279.01   0	20098.8
2 3.460000e-01 1.438799e+02 3.200000e+00 2.297000e+01 2.159061e+01 1.000950e+00  9.847378e-02 -3.516661e+01  4.315330e-02 -1.652660e+02  1.235562e-01 -1.417009e-02 0 2006384	  1011.27069  1832.13513 -21.4838219  20.1769676  0.345999986	1557.34   1233.26   0	27471.5
2 3.460000e-01 2.494595e+02 2.800000e+00 2.073000e+01 2.001061e+01 2.998348e+00  4.606985e-01  3.313893e+01  3.499341e-02  1.758982e+02  5.588840e-01  1.888382e-01 0 2023773	  1011.27069  1832.13513 -22.9273815  18.733408  0.345999986	1620.04   1261.83   0	23393.4
4 3.480000e-01 1.698244e+02 6.900000e-01 2.453000e+01 2.294545e+01 7.147597e-01  3.976144e-01 -5.348594e+01  4.325959e-02 -1.363530e+02 -1.836665e-02 -3.288500e-02 0 2045195	  1015.07605  1844.49878 -21.9201984  19.7571926  0.34799999	1465.38   655.724   0	4185.27
4 3.480000e-01 2.636331e+02 3.600000e+00 2.351000e+01 2.239661e+01 3.547080e+00  3.029794e-01  1.170344e+02  4.367717e-02  9.723782e+01 -1.803309e-02 -2.071192e-02 0 2056693	  1015.07605  1844.49878 -23.0738392  18.6035519  0.34799999	1494.67   1197.21   0	31627.2
2 3.520000e-01 1.766038e+02 1.450000e+00 2.327000e+01 2.283500e+01 1.156502e+00  3.167735e-01 -4.631671e+00  3.426914e-02 -1.237303e+02  1.466517e-01 -1.421883e-01 0 2111893	  1022.63202  1869.27319 -22.0258789  19.6844845  0.351999998	1742.93   1178.61   0	10461.9
2 3.540000e-01 2.296149e+02 2.120000e+00 2.285000e+01 2.143529e+01 2.313026e+00  1.138490e-01  1.577810e+02  4.495176e-02 -5.045819e+01 -1.164050e-01  2.033537e-01 0 2153093	  1026.39258  1881.70178 -22.7159386  19.0108166  0.354000002	1714.19   1268.76   0	16686.6
2 3.580000e-01 1.972423e+02 2.070000e+00 2.215000e+01 2.246873e+01 1.720397e+00  4.517273e-01 -1.254847e+02  5.111914e-02  5.320812e+01  4.297304e-02  4.732747e-01 0 2216595	  1033.85706  1906.60205 -22.3202991  19.4390011  0.35800001	1719.56   1262.24   0	16206.7
2 3.600000e-01 2.582260e+02 1.480000e+00 2.101000e+01 2.200975e+01 2.761099e+00  1.409121e-01  7.024984e+00  2.879658e-02 -1.614298e+02  1.014240e+00  1.818502e-02 0 2256588	  1037.55481  1919.0614 -23.0284805  18.7469654  0.360000014	1744.56   1175.58   0	10729.7
4 3.640000e-01 2.187762e+02 2.540000e+00 2.373000e+01 2.286138e+01 2.376759e+00  3.875220e-01  1.290804e+02  7.070411e-02 -2.698625e+01 -7.666714e-02 -2.188942e-02 0 2322538	  1044.91479  1944.05981 -22.5966015  19.210947  0.363999993	1659.21   1256.59   0	20792.6
